timesheet_id,assignment_id,artist_id,work_date,hours_logged
TS322,TA053,A064,2026-10-30,7.69
TS323,TA053,A064,2026-11-02,6.95
TS324,TA053,A064,2026-11-03,4.33
TS325,TA053,A064,2026-11-04,4.97
TS326,TA053,A064,2026-11-05,5.53
TS327,TA053,A064,2026-11-06,5.16
TS328,TA053,A064,2026-11-09,7.7
TS329,TA053,A064,2026-11-10,6.94
TS330,TA053,A064,2026-11-11,5.55
TS331,TA053,A064,2026-11-12,7.31
TS332,TA053,A064,2026-11-13,5.43
TS333,TA053,A064,2026-11-16,7.06
TS334,TA053,A064,2026-11-17,4.82
TS335,TA053,A064,2026-11-18,5.45
TS336,TA053,A064,2026-11-19,5.87
TS337,TA053,A064,2026-11-20,6.81
TS338,TA053,A064,2026-11-23,5.67
TS339,TA053,A064,2026-11-24,4.75
TS340,TA053,A064,2026-11-25,1.89
TS341,TA054,A134,2026-11-04,4.34
TS342,TA054,A134,2026-11-05,4.62
TS343,TA054,A134,2026-11-06,4.39
TS344,TA054,A134,2026-11-09,4.81
TS345,TA054,A134,2026-11-10,5.29
TS346,TA054,A134,2026-11-11,3.21
TS347,TA055,A128,2026-11-04,4.59
TS348,TA055,A128,2026-11-05,6.98
TS349,TA055,A128,2026-11-06,6.74
TS350,TA055,A128,2026-11-09,3.55
TS351,TA056,A124,2026-11-04,7.86
TS352,TA056,A124,2026-11-05,7.66
TS353,TA056,A124,2026-11-06,7.77
TS354,TA056,A124,2026-11-09,7.18
TS355,TA056,A124,2026-11-10,5.63
TS356,TA056,A124,2026-11-11,7.33
TS357,TA056,A124,2026-11-12,4.3
TS358,TA056,A124,2026-11-13,7.22
TS359,TA056,A124,2026-11-16,5.46
TS360,TA056,A124,2026-11-17,6.01
TS361,TA056,A124,2026-11-18,7.31
TS362,TA056,A124,2026-11-19,7.47
TS363,TA056,A124,2026-11-20,5.96
TS364,TA056,A124,2026-11-23,7.31
TS365,TA056,A124,2026-11-24,6.88
TS366,TA056,A124,2026-11-25,5.02
TS367,TA056,A124,2026-11-26,7.82
TS368,TA056,A124,2026-11-27,6.34
TS369,TA056,A124,2026-11-30,7.0
TS370,TA056,A124,2026-12-01,7.15
TS371,TA056,A124,2026-12-02,4.54
TS372,TA056,A124,2026-12-03,5.75
TS373,TA056,A124,2026-12-04,2.74
TS374,TA057,A187,2026-11-09,7.55
TS375,TA057,A187,2026-11-10,6.09
TS376,TA057,A187,2026-11-11,4.15
TS377,TA057,A187,2026-11-12,4.58
TS378,TA057,A187,2026-11-13,4.7
TS379,TA057,A187,2026-11-16,4.07
TS380,TA057,A187,2026-11-17,6.64
TS381,TA057,A187,2026-11-18,4.02
TS382,TA057,A187,2026-11-19,5.35
TS383,TA057,A187,2026-11-20,5.46
TS384,TA057,A187,2026-11-23,7.07
TS385,TA057,A187,2026-11-24,5.58
TS386,TA057,A187,2026-11-25,4.31
TS387,TA057,A187,2026-11-26,6.46
TS388,TA057,A187,2026-11-27,5.73
TS389,TA057,A187,2026-11-30,6.19
TS390,TA057,A187,2026-12-01,4.12
TS391,TA057,A187,2026-12-02,6.6
TS392,TA057,A187,2026-12-03,4.97
TS393,TA057,A187,2026-12-04,6.94
TS394,TA057,A187,2026-12-07,6.01
TS395,TA057,A187,2026-12-08,2.98
TS396,TA058,A155,2026-11-09,7.15
TS397,TA058,A155,2026-11-10,2.32
TS398,TA059,A195,2026-11-09,5.39
TS399,TA059,A195,2026-11-10,5.26
TS400,TA059,A195,2026-11-11,7.91
TS401,TA059,A195,2026-11-12,6.76
TS402,TA059,A195,2026-11-13,4.05
TS403,TA059,A195,2026-11-16,4.51
TS404,TA059,A195,2026-11-17,2.71
TS405,TA060,A214,2026-11-05,7.99
TS406,TA060,A214,2026-11-06,3.18
TS407,TA061,A216,2026-11-05,5.75
TS408,TA061,A216,2026-11-06,5.1
TS409,TA061,A216,2026-11-09,3.09
TS410,TA062,A201,2026-11-05,5.17
TS411,TA062,A201,2026-11-06,7.12
TS412,TA062,A201,2026-11-09,5.11
TS413,TA062,A201,2026-11-10,4.46
TS414,TA062,A201,2026-11-11,7.87
TS415,TA062,A201,2026-11-12,6.96
TS416,TA062,A201,2026-11-13,4.2
TS417,TA062,A201,2026-11-16,4.1
TS418,TA062,A201,2026-11-17,4.81
TS419,TA062,A201,2026-11-18,7.88
TS420,TA062,A201,2026-11-19,4.42
TS421,TA062,A201,2026-11-20,4.24
TS422,TA062,A201,2026-11-23,4.3
TS423,TA062,A201,2026-11-24,6.34
TS424,TA062,A201,2026-11-25,4.38
TS425,TA062,A201,2026-11-26,5.01
TS426,TA062,A201,2026-11-27,6.62
TS427,TA062,A201,2026-11-30,5.06
TS428,TA062,A201,2026-12-01,0.63
TS429,TA063,A208,2026-11-05,4.61
TS430,TA063,A208,2026-11-06,4.96
TS431,TA063,A208,2026-11-09,4.1
TS432,TA063,A208,2026-11-10,4.44
TS433,TA063,A208,2026-11-11,6.03
TS434,TA063,A208,2026-11-12,4.21
TS435,TA063,A208,2026-11-13,5.74
TS436,TA063,A208,2026-11-16,6.26
TS437,TA063,A208,2026-11-17,6.29
TS438,TA064,A277,2026-11-02,5.42
TS439,TA064,A277,2026-11-03,4.08
TS440,TA064,A277,2026-11-04,7.59
TS441,TA064,A277,2026-11-05,5.25
TS442,TA064,A277,2026-11-06,5.69
TS443,TA064,A277,2026-11-09,7.42
TS444,TA064,A277,2026-11-10,5.31
TS445,TA064,A277,2026-11-11,1.12
TS446,TA065,A264,2026-11-02,6.62
TS447,TA065,A264,2026-11-03,6.61
TS448,TA065,A264,2026-11-04,7.12
TS449,TA065,A264,2026-11-05,7.92
TS450,TA065,A264,2026-11-06,3.87
TS451,TA066,A080,2026-11-17,6.45
TS452,TA066,A080,2026-11-18,4.93
TS453,TA066,A080,2026-11-19,5.76
TS454,TA066,A080,2026-11-20,4.39
TS455,TA066,A080,2026-11-23,4.62
TS456,TA066,A080,2026-11-24,7.22
TS457,TA066,A080,2026-11-25,3.03
TS458,TA067,A091,2026-11-17,6.4
TS459,TA067,A091,2026-11-18,1.32
TS460,TA068,A202,2026-11-29,7.8
TS461,TA068,A202,2026-11-30,7.16
TS462,TA068,A202,2026-12-01,5.57
TS463,TA068,A202,2026-12-02,0.36
TS464,TA069,A289,2026-11-19,7.24
TS465,TA069,A289,2026-11-20,4.88
TS466,TA069,A289,2026-11-23,5.77
TS467,TA069,A289,2026-11-24,7.75
TS468,TA069,A289,2026-11-25,4.89
TS469,TA069,A289,2026-11-26,7.14
TS470,TA069,A289,2026-11-27,4.53
TS471,TA069,A289,2026-11-30,1.99
TS472,TA070,A065,2026-09-29,7.6
TS473,TA070,A065,2026-09-30,7.13
TS474,TA070,A065,2026-10-01,5.47
TS475,TA070,A065,2026-10-02,5.99
TS476,TA070,A065,2026-10-05,4.21
TS477,TA070,A065,2026-10-06,4.11
TS478,TA070,A065,2026-10-07,4.73
TS479,TA070,A065,2026-10-08,3.01
TS480,TA071,A127,2026-09-18,4.42
TS481,TA071,A127,2026-09-21,6.06
TS482,TA071,A127,2026-09-22,5.48
TS483,TA071,A127,2026-09-23,5.67
TS484,TA071,A127,2026-09-24,1.63
TS485,TA072,A123,2026-09-18,7.3
TS486,TA072,A123,2026-09-21,4.51
TS487,TA072,A123,2026-09-22,7.06
TS488,TA072,A123,2026-09-23,7.59
TS489,TA072,A123,2026-09-24,5.62
TS490,TA073,A202,2026-10-27,6.67
TS491,TA073,A202,2026-10-28,6.66
TS492,TA073,A202,2026-10-29,4.46
TS493,TA073,A202,2026-10-30,6.98
TS494,TA073,A202,2026-11-02,4.26
TS495,TA073,A202,2026-11-03,2.93
TS496,TA074,A227,2026-10-12,4.31
TS497,TA074,A227,2026-10-13,4.99
TS498,TA074,A227,2026-10-14,5.96
TS499,TA074,A227,2026-10-15,5.76
TS500,TA074,A227,2026-10-16,4.53
TS501,TA074,A227,2026-10-19,6.79
TS502,TA074,A227,2026-10-20,7.3
TS503,TA074,A227,2026-10-21,1.01
TS504,TA075,A216,2026-11-25,6.45
TS505,TA075,A216,2026-11-26,4.9
TS506,TA075,A216,2026-11-27,2.4
TS507,TA076,A286,2027-01-07,5.18
TS508,TA077,A218,2026-10-16,5.84
TS509,TA077,A218,2026-10-19,4.66
TS510,TA077,A218,2026-10-20,4.39
TS511,TA077,A218,2026-10-21,2.15
TS512,TA078,A250,2026-10-13,5.49
TS513,TA078,A250,2026-10-14,2.69
TS514,TA079,A096,2026-09-11,5.95
TS515,TA079,A096,2026-09-14,6.82
TS516,TA079,A096,2026-09-15,4.38
TS517,TA079,A096,2026-09-16,6.12
TS518,TA079,A096,2026-09-17,7.74
TS519,TA079,A096,2026-09-18,5.1
TS520,TA079,A096,2026-09-21,0.27
TS521,TA080,A128,2026-08-25,5.32
TS522,TA080,A128,2026-08-26,4.22
TS523,TA080,A128,2026-08-27,7.58
TS524,TA080,A128,2026-08-28,6.18
TS525,TA080,A128,2026-08-31,6.7
TS526,TA080,A128,2026-09-01,1.5
TS527,TA081,A206,2026-10-08,7.24
TS528,TA081,A206,2026-10-09,6.14
TS529,TA081,A206,2026-10-12,7.65
TS530,TA081,A206,2026-10-13,3.38
TS531,TA082,A275,2026-09-20,7.24
TS532,TA082,A275,2026-09-21,6.37
TS533,TA082,A275,2026-09-22,6.19
TS534,TA082,A275,2026-09-23,2.23
TS535,TA083,A238,2026-09-20,5.9
TS536,TA083,A238,2026-09-21,4.23
TS537,TA083,A238,2026-09-22,7.72
TS538,TA083,A238,2026-09-23,4.5
TS539,TA083,A238,2026-09-24,7.84
TS540,TA083,A238,2026-09-25,7.83
TS541,TA083,A238,2026-09-28,4.01
TS542,TA084,A106,2026-12-28,6.79
TS543,TA084,A106,2026-12-29,5.35
TS544,TA084,A106,2026-12-30,1.45
TS545,TA085,A209,2027-01-03,7.18
TS546,TA085,A209,2027-01-04,1.42
TS547,TA086,A277,2026-12-16,6.33
TS548,TA086,A277,2026-12-17,5.66
TS549,TA087,A219,2026-12-07,4.29
TS550,TA087,A219,2026-12-08,5.07
TS551,TA087,A219,2026-12-09,4.37
TS552,TA087,A219,2026-12-10,2.55
TS553,TA088,A296,2026-12-18,7.92
TS554,TA088,A296,2026-12-21,4.25
TS555,TA088,A296,2026-12-22,4.74
TS556,TA088,A296,2026-12-23,5.6
TS557,TA089,A204,2026-07-31,6.39
TS558,TA089,A204,2026-08-03,6.87
TS559,TA089,A204,2026-08-04,3.1
TS560,TA090,A264,2026-08-15,7.9
TS561,TA090,A264,2026-08-17,4.48
TS562,TA091,A064,2026-10-12,4.92
TS563,TA091,A064,2026-10-13,4.87
TS564,TA091,A064,2026-10-14,2.42
TS565,TA092,A214,2026-10-16,5.79
TS566,TA092,A214,2026-10-19,0.45
TS567,TA093,A259,2026-10-31,4.77
TS568,TA093,A259,2026-11-02,7.4
TS569,TA093,A259,2026-11-03,4.25
TS570,TA094,A120,2026-11-07,6.36
TS571,TA094,A120,2026-11-09,5.31
TS572,TA094,A120,2026-11-10,6.69
TS573,TA094,A120,2026-11-11,5.1
TS574,TA094,A120,2026-11-12,7.94
TS575,TA094,A120,2026-11-13,5.35
TS576,TA095,A152,2026-10-21,4.51
TS577,TA095,A152,2026-10-22,4.55
TS578,TA095,A152,2026-10-23,4.12
TS579,TA095,A152,2026-10-26,7.18
TS580,TA095,A152,2026-10-27,4.34
TS581,TA095,A152,2026-10-28,4.67
TS582,TA096,A207,2026-11-24,7.73
TS583,TA096,A207,2026-11-25,7.56
TS584,TA096,A207,2026-11-26,4.99
TS585,TA096,A207,2026-11-27,0.5
TS586,TA097,A239,2026-11-13,7.0
TS587,TA097,A239,2026-11-16,4.96
TS588,TA097,A239,2026-11-17,5.4
TS589,TA097,A239,2026-11-18,6.58
TS590,TA098,A231,2026-11-13,6.47
TS591,TA098,A231,2026-11-16,7.14
TS592,TA098,A231,2026-11-17,4.35
TS593,TA098,A231,2026-11-18,2.69
TS594,TA099,A207,2026-12-05,6.49
TS595,TA099,A207,2026-12-07,6.31
TS596,TA099,A207,2026-12-08,4.67
TS597,TA100,A300,2026-11-16,6.93
TS598,TA100,A300,2026-11-17,4.46
TS599,TA101,A109,2026-09-07,5.55
TS600,TA101,A109,2026-09-08,6.1
TS601,TA101,A109,2026-09-09,4.72
TS602,TA101,A109,2026-09-10,3.71
TS603,TA102,A209,2026-09-08,5.89
TS604,TA102,A209,2026-09-09,4.36
TS605,TA102,A209,2026-09-10,4.47
TS606,TA102,A209,2026-09-11,2.96
TS607,TA103,A265,2026-09-10,4.51
TS608,TA103,A265,2026-09-11,2.25
TS609,TA104,A002,2026-08-19,6.89
TS610,TA104,A002,2026-08-20,5.15
TS611,TA104,A002,2026-08-21,7.16
TS612,TA104,A002,2026-08-24,7.81
TS613,TA104,A002,2026-08-25,7.08
TS614,TA104,A002,2026-08-26,6.31
TS615,TA104,A002,2026-08-27,7.67
TS616,TA104,A002,2026-08-28,6.1
TS617,TA104,A002,2026-08-31,7.46
TS618,TA104,A002,2026-09-01,4.18
TS619,TA104,A002,2026-09-02,5.84
TS620,TA104,A002,2026-09-03,5.23
TS621,TA104,A002,2026-09-04,6.6
TS622,TA104,A002,2026-09-07,4.32
TS623,TA104,A002,2026-09-08,4.08
TS624,TA105,A007,2026-08-19,7.58
TS625,TA105,A007,2026-08-20,4.19
TS626,TA106,A012,2026-08-19,6.87
TS627,TA106,A012,2026-08-20,4.73
TS628,TA106,A012,2026-08-21,4.35
TS629,TA106,A012,2026-08-24,6.48
TS630,TA106,A012,2026-08-25,4.64
TS631,TA106,A012,2026-08-26,5.01
TS632,TA106,A012,2026-08-27,6.9
TS633,TA106,A012,2026-08-28,4.04
